iter	RMSE
374	1.690159995
375	1.689815617
376	1.689590852
377	1.689488951
378	1.689104142
379	1.688724872
380	1.688543777
381	1.688311372
382	1.68818397
383	1.687862503
384	1.687593087
385	1.68731128
386	1.687004132
387	1.686704314
388	1.686452316
389	1.68605821
390	1.685841717
391	1.685410787
392	1.685192783
393	1.684977742
394	1.684854166
395	1.684505247
396	1.684260973
397	1.683852031
398	1.683407628
399	1.683070845
400	1.68286654
401	1.682590891
402	1.682480137
403	1.682428961
404	1.682246689
405	1.681876288
406	1.681515936
407	1.68145803
408	1.681038432
409	1.680788636
410	1.680535056
411	1.680264346
412	1.680019923
413	1.679690591
414	1.679421835
415	1.679190646
416	1.678876058
417	1.678483362
418	1.678244078
419	1.678006002
420	1.677875376
421	1.677556602
422	1.677144098
423	1.676810041
424	1.676495293
425	1.676427994
426	1.676250648
427	1.676146498
428	1.675813988
429	1.675756182
430	1.675369188
431	1.674964759
432	1.674764366
433	1.674305705
434	1.67415143
435	1.673928662
436	1.673715206
437	1.673316235
438	1.673124231
439	1.672806907
440	1.672672034
441	1.672353106
442	1.672268157
443	1.671977787
444	1.671681839
445	1.671544098
446	1.671172828
447	1.671075129
448	1.670885961
449	1.670605679
450	1.670281093
451	1.670074891
452	1.669906925
453	1.669723569
454	1.669417913
455	1.669219849
456	1.668823219
457	1.668732086
458	1.668590917
459	1.668298878
460	1.668134956
461	1.667878111
462	1.667609345
463	1.667343032
464	1.667113085
465	1.66672481
466	1.666424109
467	1.666017219
468	1.665888363
469	1.665687735
470	1.665484823
471	1.665108468
472	1.664962681
473	1.664642008
474	1.664537534
475	1.664066563
476	1.663714896
477	1.663474395
478	1.663206469
479	1.662922369
480	1.662658227
481	1.662323865
482	1.66195449
483	1.661446753
484	1.661338408
485	1.661106864
486	1.660869269
487	1.66050627
488	1.660131893
489	1.659809709
490	1.65967096
491	1.65939562
492	1.659065389
493	1.658726215
494	1.658383454
495	1.658076877
496	1.65799857
497	1.65761425
