iter	RMSE
340	1.802854328
341	1.802715581
342	1.802467773
343	1.802254284
344	1.802108875
345	1.802012763
346	1.801874769
347	1.801757138
348	1.801554761
349	1.801395451
350	1.801257757
351	1.801105496
352	1.801034449
353	1.800809732
354	1.800677659
355	1.800452606
356	1.800339679
357	1.800187899
358	1.799961138
359	1.799778052
360	1.799647709
361	1.799412663
362	1.799298752
363	1.79902766
364	1.798893927
365	1.798759307
366	1.798623007
367	1.798431341
368	1.798195506
369	1.79818326
370	1.79798112
371	1.797753641
372	1.797541767
373	1.797334681
374	1.797003111
375	1.796806283
376	1.796677939
377	1.79640199
378	1.796223586
379	1.796077668
380	1.795845272
381	1.795610156
382	1.795440713
383	1.795234864
384	1.795100583
385	1.794882224
386	1.79473828
387	1.794456065
388	1.794364648
389	1.794299909
390	1.79411317
391	1.793928376
392	1.793824946
393	1.79372942
394	1.793434767
395	1.793358695
396	1.793171803
397	1.793016038
398	1.792886001
399	1.79271691
400	1.792509755
401	1.792346289
402	1.792164875
403	1.792049261
404	1.791896598
405	1.791577209
406	1.791447673
407	1.791426891
408	1.791392311
409	1.791213243
410	1.790989835
411	1.790762583
412	1.790589974
413	1.7904969
414	1.79026584
415	1.789999556
416	1.789814762
417	1.789645041
418	1.789522879
419	1.789467101
420	1.789251792
421	1.789078571
422	1.788953535
423	1.788896435
424	1.788724928
425	1.788566905
426	1.788391179
427	1.788239253
428	1.788141316
429	1.78798461
430	1.787722392
431	1.787506764
432	1.787312552
433	1.787168793
434	1.787006346
435	1.786807617
436	1.786622523
437	1.786485465
438	1.786265396
439	1.786065386
440	1.785957359
441	1.785823173
442	1.785633162
443	1.785567121
444	1.785351752
445	1.785156334
446	1.78499008
447	1.784852769
448	1.784661173
449	1.784405755
450	1.784254114
451	1.784110463
452	1.78400018
453	1.783882683
454	1.783748071
455	1.7835852
456	1.783402837
457	1.783212051
458	1.783140675
459	1.782995121
460	1.782735051
461	1.782583756
462	1.782438742
463	1.782420467
464	1.782252587
465	1.782142569
466	1.781967224
467	1.781833025
468	1.781753756
469	1.781614512
470	1.781412082
471	1.781362067
472	1.781125866
473	1.780895387
474	1.780670547
475	1.780532066
476	1.780339823
477	1.780201092
478	1.780062618
479	1.779964938
480	1.779896615
481	1.77974512
482	1.77960694
483	1.779590452
484	1.779356324
485	1.7791533
486	1.778898812
487	1.778696947
488	1.778534378
489	1.778360512
490	1.778139236
491	1.777963228
492	1.777770536
493	1.777547811
494	1.777420943
495	1.777277116
496	1.777158776
497	1.776955745
498	1.776902951
499	1.776629246
500	1.776414167
501	1.77625137
502	1.776012344
503	1.775800982
504	1.775608371
505	1.775461464
506	1.775301003
507	1.775132474
508	1.775022073
509	1.774855751
510	1.77467914
511	1.774596234
512	1.774449961
513	1.774261577
514	1.774099624
515	1.773919505
516	1.773780245
517	1.773589565
518	1.773490338
519	1.773273383
520	1.773062074
521	1.772819127
522	1.772645359
523	1.772476465
524	1.772461346
525	1.772319215
526	1.772157184
527	1.771955195
528	1.771843506
529	1.771666953
530	1.77154593
531	1.771485374
532	1.771421229
533	1.771241656
534	1.771215097
535	1.771074238
536	1.770911696
537	1.770786087
538	1.770731638
539	1.770660133
540	1.770557577
541	1.770430469
542	1.770304225
543	1.770151753
544	1.770018377
545	1.769905245
546	1.76965107
547	1.769538347
548	1.769463393
549	1.76931933
550	1.769143777
551	1.76899064
552	1.768871735
553	1.768716326
554	1.768568153
555	1.768377818
556	1.768180357
557	1.768072188
558	1.767898537
559	1.76776305
560	1.76754174
561	1.76742767
562	1.767297434
563	1.767200932
564	1.767073103
565	1.766930171
566	1.76675165
567	1.766532905
568	1.766461109
569	1.766297014
570	1.766099738
571	1.765967163
572	1.765876699
573	1.765792188
574	1.765663751
575	1.765503528
576	1.765309411
577	1.765146377
578	1.765010412
579	1.764853746
580	1.764810602
581	1.764685456
582	1.764545278
583	1.76443858
584	1.764337992
585	1.764184554
586	1.764006903
587	1.763918463
588	1.763768544
589	1.763650491
590	1.763451203
591	1.763371109
592	1.763210191
593	1.763168067
594	1.763076398
595	1.762921453
596	1.76277087
597	1.762573558
598	1.762454376
599	1.762320291
600	1.762150868
601	1.762095406
602	1.761999978
603	1.761804204
604	1.761675967
605	1.761495847
606	1.761342078
607	1.761236682
608	1.761055345
609	1.760933634
610	1.760711259
611	1.760597683
612	1.760449428
613	1.760289037
614	1.760255799
615	1.760105444
616	1.7599842
617	1.759822875
618	1.759622674
619	1.759531106
620	1.759396343
621	1.759335989
622	1.759229026
623	1.759083566
624	1.759063078
625	1.758946826
626	1.758760632
627	1.758657898
628	1.758553585
629	1.758434127
630	1.758253681
631	1.758124313
632	1.75802091
633	1.757968932
634	1.75779835
635	1.757633379
636	1.757608653
637	1.757476484
638	1.757334329
639	1.757217145
640	1.757100984
641	1.75698585
642	1.756877494
643	1.756746051
644	1.756596091
645	1.756381144
646	1.756233325
647	1.756087347
648	1.755916873
649	1.75585153
650	1.755752756
651	1.75566166
652	1.755445082
653	1.755271073
654	1.755101624
655	1.754985911
656	1.7549704
657	1.754876431
658	1.754740792
659	1.754625796
660	1.754424418
661	1.754319508
662	1.754246548
663	1.75415176
664	1.754034916
665	1.753935551
666	1.753717665
667	1.753533119
668	1.753348057
669	1.753257951
670	1.753117593
671	1.753044504
672	1.752896389
673	1.752739711
674	1.752704991
675	1.752573811
676	1.752405931
677	1.752238128
678	1.752039656
679	1.751992931
680	1.751875879
681	1.751761879
682	1.751604111
683	1.751462939
684	1.751330737
685	1.751277985
686	1.751124031
687	1.751002253
688	1.750918702
689	1.750791096
690	1.750698806
691	1.75067572
692	1.750562036
693	1.750414649
694	1.750279733
695	1.750168643
696	1.749994755
697	1.749830105
698	1.749677181
699	1.749567423
700	1.749388332
701	1.749264153
702	1.749146289
703	1.748984551
704	1.748951496
705	1.748752248
706	1.748575746
707	1.74854938
708	1.748360801
709	1.748306427
710	1.748189896
711	1.748142071
712	1.747987157
713	1.747893767
714	1.747858251
715	1.747709477
716	1.747500801
717	1.747370461
718	1.747183839
719	1.747049695
720	1.747009307
721	1.746903253
722	1.746755039
723	1.746596605
724	1.746417829
725	1.746362667
726	1.746199299
727	1.74599293
728	1.745827401
729	1.74563773
730	1.745522305
731	1.745340308
732	1.745256449
733	1.745114678
734	1.744910513
735	1.744797331
736	1.744759778
737	1.744580346
738	1.744438885
739	1.744248452
740	1.744138201
741	1.743990823
742	1.743929028
743	1.743692172
744	1.743544832
745	1.743396835
746	1.743339921
747	1.743197432
748	1.743000256
749	1.742877561
750	1.742681524
751	1.742558537
752	1.742430729
753	1.742341945
754	1.742225248
755	1.742062159
756	1.741902133
757	1.741762709
758	1.741567879
759	1.7413878
760	1.74121446
761	1.741044904
762	1.740903174
763	1.740873806
764	1.740687663
765	1.740573701
766	1.74042711
767	1.740337488
768	1.740224114
769	1.740092522
770	1.73999607
771	1.739978489
772	1.739927481
773	1.739843349
774	1.739730183
775	1.739656195
776	1.739514837
777	1.739402791
778	1.739237533
779	1.739096578
780	1.739038567
781	1.738894259
782	1.738824262
783	1.738652587
784	1.738544631
785	1.738454682
786	1.738421826
787	1.738294413
788	1.738213184
789	1.738095035
790	1.737952302
791	1.737875512
792	1.737752705
793	1.737697885
794	1.737584784
795	1.737511627
796	1.737317659
797	1.737178223
798	1.737066942
799	1.736888357
800	1.736688767
801	1.736536092
802	1.736351412
803	1.736090264
804	1.735862344
805	1.735801504
806	1.735657933
807	1.735519745
808	1.735337323
809	1.73520283
810	1.735148187
811	1.735002748
812	1.734827274
813	1.734690638
814	1.734657486
815	1.734608755
816	1.734484127
817	1.73448259
818	1.734361852
819	1.734197389
820	1.734073985
821	1.733953476
822	1.733922634
823	1.733833464
824	1.733747414
825	1.733619735
826	1.733568595
827	1.733561636
828	1.733446595
829	1.733379791
830	1.733224839
831	1.73313103
832	1.733029142
833	1.732860417
834	1.732706003
835	1.732580077
836	1.732397616
837	1.732249391
838	1.73209997
839	1.73200193
840	1.731909181
841	1.731766976
842	1.731701353
843	1.731570377
844	1.73142052
845	1.731277126
846	1.731260663
847	1.731180204
848	1.731025491
849	1.730930559
850	1.730808181
851	1.730630839
852	1.730506492
853	1.730349429
854	1.730246953
855	1.730139261
856	1.730011677
857	1.729856263
858	1.729749537
859	1.729648399
860	1.729544789
861	1.729507918
862	1.729351844
863	1.729305506
864	1.72919796
865	1.729027033
866	1.728944744
867	1.728882463
868	1.728738116
869	1.728629432
870	1.728554763
871	1.72846463
872	1.728303674
873	1.728202922
874	1.728055307
875	1.72800362
876	1.727911765
877	1.727787576
878	1.727568017
879	1.727478731
880	1.727370479
881	1.727318646
882	1.727164747
883	1.727014736
884	1.726874194
885	1.726734606
886	1.726606042
887	1.726496599
888	1.726435691
889	1.726314126
890	1.726194669
891	1.72600163
892	1.72594407
893	1.725879013
894	1.72578422
895	1.725575238
896	1.725531201
897	1.725481598
898	1.725392951
899	1.725307307
900	1.725174963
901	1.725110859
902	1.72496887
903	1.724785858
904	1.724681111
905	1.724587219
906	1.724411582
907	1.724320439
908	1.724287266
909	1.724245546
910	1.724171629
911	1.724031288
912	1.72391349
913	1.72388463
914	1.723843585
915	1.72378635
916	1.723736901
917	1.723655362
918	1.723579389
919	1.723409858
920	1.723267105
921	1.723160404
922	1.723013701
923	1.72293343
924	1.722791108
925	1.722695725
926	1.722618595
927	1.72252106
928	1.722427248
929	1.722388261
930	1.722311702
931	1.722267624
932	1.72217499
933	1.722042752
934	1.721961519
935	1.721770078
936	1.721698678
937	1.721633877
938	1.721556648
939	1.721415189
940	1.721412656
941	1.721209603
942	1.721093282
943	1.720909707
944	1.720816954
945	1.720660598
946	1.720598672
947	1.72048883
948	1.720431906
949	1.720363594
950	1.720277519
951	1.720196743
952	1.720149987
953	1.719944607
954	1.719831833
955	1.719655972
956	1.719576819
957	1.719403889
958	1.719271227
959	1.719221846
960	1.719126
961	1.719013408
962	1.718813843
963	1.71869795
964	1.718542968
965	1.718375735
966	1.718273084
967	1.718201456
968	1.717997154
969	1.717925112
970	1.717800346
971	1.717697157
972	1.71759935
973	1.717490617
974	1.717363486
975	1.71726938
976	1.717226193
977	1.717102356
978	1.716967126
979	1.716856203
980	1.71666861
981	1.716589494
982	1.716441512
983	1.716400889
984	1.716324291
985	1.716224862
986	1.71614533
987	1.71604243
988	1.715971212
989	1.715918302
990	1.71588565
991	1.715703801
992	1.715541354
993	1.715480535
994	1.715338591
995	1.715294778
996	1.715177936
997	1.715106854
998	1.714948762
999	1.714841704
